"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"1721","LEA","Lear Corporation","129.54","$7.77B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lea",NA
"1722","LEE","Lee Enterprises, Incorporated","0.9001","$52.53M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/lee",NA
"1723","LGC","Legacy Acquisition Corp.","10.44","$142.22M","2017","Technology","Advertising","https://old.nasdaq.com/symbol/lgc",NA
"1724","LGC.U","Legacy Acquisition Corp.","n/a","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/lgc.u",NA
"1725","LGC.WS","Legacy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgc.ws",NA
"1726","LEG","Leggett & Platt, Incorporated","44.94","$5.95B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/leg",NA
"1727","JBK","Lehman ABS Corporation","28.59","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jbk",NA
"1728","KTH","Lehman ABS Corporation","34.0547","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/kth",NA
"1729","KTN","Lehman ABS Corporation","33.375","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/ktn",NA
"1730","LDOS","Leidos Holdings, Inc.","90.87","$12.92B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ldos",NA
"1731","LEJU","Leju Holdings Limited","2.2","$299.14M","2014","Finance","Real Estate","https://old.nasdaq.com/symbol/leju",NA
"1732","LMND","Lemonade, Inc.","67.81","$3.84B","2020","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/lmnd",NA
"1733","LC","LendingClub Corporation","5.28","$377.6M","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lc",NA
"1734","LEN","Lennar Corporation","84.07","$26.29B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len",NA
"1735","LEN.B","Lennar Corporation","n/a","n/a","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len.b",NA
"1736","LII","Lennox International, Inc.","283.48","$10.84B","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lii",NA
"1737","LEVI","Levi Strauss & Co","15.21","$6.04B","2019","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/levi",NA
"1738","LXP","Lexington Realty Trust","10.95","$3.03B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lxp",NA
"1739","LXP^C","Lexington Realty Trust","59.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lxp^c",NA
"1740","LPL","LG Display Co., Ltd.","6.89","$4.93B","2004","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lpl",NA
"1741","DFNS","LGL Systems Acquisition Corp.","9.9988","$215.6M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfns",NA
"1742","DFNS.U","LGL Systems Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dfns.u",NA
"1743","DFNS.WS","LGL Systems Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dfns.ws",NA
"1744","USA","Liberty All-Star Equity Fund","6.16","$1.31B","1986","n/a","n/a","https://old.nasdaq.com/symbol/usa",NA
"1745","ASG","Liberty All-Star Growth Fund, Inc.","7.56","$314.81M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asg",NA
"1746","LBRT","Liberty Oilfield Services Inc.","8.35","$943M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/lbrt",NA
"1747","LSI","Life Storage, Inc.","113.68","$5.33B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/lsi",NA
"1748","LITB","LightInTheBox Holding Co., Ltd.","2.74","$306.27M","2013","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/litb",NA
"1749","LSPD","Lightspeed POS Inc.","37.21","$3.96B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lspd",NA
"1750","LNC","Lincoln National Corporation","34.85","$6.73B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/lnc",NA
"1751","LIN","Linde plc","239.94","$126.05B","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lin",NA
"1752","LNN","Lindsay Corporation","106.45","$1.15B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lnn",NA
"1753","LN","LINE Corporation","51.17","$12.31B","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ln",NA
"1754","LINX","Linx S.A.","6.38","$1.12B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/linx",NA
"1755","LGF.A","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgf.a",NA
"1756","LGF.B","Lions Gate Entertainment Corporation","n/a","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/lgf.b",NA
"1757","LAD","Lithia Motors, Inc.","283.62","$7.52B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lad",NA
"1758","LAC","Lithium Americas Corp.","14.44","$1.31B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/lac",NA
"1759","LYV","Live Nation Entertainment, Inc.","56.83","$12.35B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/lyv",NA
"1760","LOAK","Live Oak Acquisition Corp.","10.25","$256.25M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/loak",NA
"1761","LOAK.U","Live Oak Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/loak.u",NA
"1762","LOAK.WS","Live Oak Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/loak.ws",NA
"1763","LTHM","Livent Corporation","11.43","$1.67B","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lthm",NA
"1764","RAMP","LiveRamp Holdings, Inc.","56.38","$3.71B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ramp",NA
"1765","LYG","Lloyds Banking Group Plc","1.43","$25.31B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/lyg",NA
"1766","SCD","LMP Capital and Income Fund Inc.","10.61","$190.8M","2004","n/a","n/a","https://old.nasdaq.com/symbol/scd",NA
"1767","LMT","Lockheed Martin Corporation","385.93","$107.88B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/lmt",NA
"1768","L","Loews Corporation","36.98","$10.2B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/l",NA
"1769","LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","4.38","$522.1M","2017","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/loma",NA
"1770","LGVW","Longview Acquisition Corp.","9.8","$507.15M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lgvw",NA
"1771","LGVW.U","Longview Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/lgvw.u",NA
"1772","LGVW.WS","Longview Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgvw.ws",NA
"1773","LPX","Louisiana-Pacific Corporation","31.69","$3.56B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/lpx",NA
"1774","LOW","Lowe&#39;s Companies, Inc.","173.23","$130.92B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/low",NA
"1775","LXU","Lsb Industries Inc.","2.21","$64.79M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxu",NA
"1776","LTC","LTC Properties, Inc.","35.68","$1.4B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ltc",NA
"1777","LUB","Luby&#39;s, Inc.","2.72","$83.43M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/lub",NA
"1778","LL","Lumber Liquidators Holdings, Inc","26.96","$777.88M","2007","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/ll",NA
"1779","LXFR","Luxfer Holdings PLC","13.73","$379.16M","2012","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxfr",NA
"1780","LDL","Lydall, Inc.","18.9","$335.68M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ldl",NA
"1781","LYB","LyondellBasell Industries NV","79.84","$26.65B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lyb",NA
"1782","MTB","M&T Bank Corporation","101.37","$13B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mtb",NA
"1783","MDC","M.D.C. Holdings, Inc.","50.65","$3.21B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mdc",NA
"1784","MHO","M/I Homes, Inc.","47.51","$1.36B","1993","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mho",NA
"1785","MAC","Macerich Company (The)","7.52","$1.12B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mac",NA
"1786","CLI","Mack-Cali Realty Corporation","12.81","$1.16B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cli",NA
"1787","MFD","Macquarie First Trust Global","7.8","$66.67M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mfd",NA
"1788","MGU","Macquarie Global Infrastructure Total Return Fund Inc.","17.95","$223.81M","2005","n/a","n/a","https://old.nasdaq.com/symbol/mgu",NA
"1789","MIC","Macquarie Infrastructure Corporation ","26.75","$2.33B","2004","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/mic",NA
"1790","BMA","Macro Bank Inc.","14.1","$900.99M","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bma",NA
"1791","M","Macy&#39;s Inc","6.23","$1.93B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/m",NA
"1792","MCN","Madison Covered Call & Equity Strategy Fund","6.08","$127.36M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mcn",NA
"1793","MSGE","Madison Square Garden Entertainment Corp.","69.47","$1.67B","2020","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msge",NA
"1794","MSGS","Madison Square Garden Sports Corp.","149.94","$3.6B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msgs",NA
"1795","MMP","Magellan Midstream Partners L.P.","37.06","$8.34B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/mmp",NA
"1796","MGA","Magna International, Inc.","52.98","$15.82B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mga",NA
"1797","MX","MagnaChip Semiconductor Corporation","14.27","$501.74M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/mx",NA
"1798","MGY","Magnolia Oil & Gas Corporation","5.16","$1.3B","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mgy",NA
"1799","MH^A","Maiden Holdings, Ltd.","9.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^a",NA
"1800","MH^C","Maiden Holdings, Ltd.","9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^c",NA
"1801","MH^D","Maiden Holdings, Ltd.","9.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^d",NA
"1802","MHLA","Maiden Holdings, Ltd.","19.97","n/a","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhla",NA
"1803","MHNC","Maiden Holdings, Ltd.","22.2","n/a","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhnc",NA
"1804","MAIN","Main Street Capital Corporation","30.71","$2.02B","2007","n/a","n/a","https://old.nasdaq.com/symbol/main",NA
"1805","MMD","MainStay MacKay DefinedTerm Municipal Opportunitie","20.82","$574.67M","2012","n/a","n/a","https://old.nasdaq.com/symbol/mmd",NA
"1806","MNK","Mallinckrodt plc","0.75","$63.44M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnk",NA
"1807","MANU","Manchester United Ltd.","14.3","$2.35B","2012","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/manu",NA
"1808","MTW","Manitowoc Company, Inc. (The)","9.05","$312.42M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mtw",NA
"1809","MN","Manning & Napier, Inc.","4.65","$75.68M","2011","Finance","Investment Managers","https://old.nasdaq.com/symbol/mn",NA
"1810","MAN","ManpowerGroup","74.8","$4.34B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/man",NA
"1811","MFC","Manulife Financial Corp","14.69","$28.49B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/mfc",NA
"1812","MRO","Marathon Oil Corporation","4.26","$3.36B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mro",NA
"1813","MPC","Marathon Petroleum Corporation","30.12","$19.6B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/mpc",NA
"1814","MMI","Marcus & Millichap, Inc.","30.33","$1.19B","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/mmi",NA
"1815","MCS","Marcus Corporation (The)","7.64","$237.3M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/mcs",NA
"1816","MPX","Marine Products Corporation","17.22","$584.94M","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mpx",NA
"1817","HZO","MarineMax, Inc.","25.76","$557.14M","1998","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hzo",NA
"1818","MKL","Markel Corporation","985.47","$13.58B","1986","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mkl",NA
"1819","VAC","Marriott Vacations Worldwide Corporation","98.12","$4.03B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/vac",NA
"1820","MMC","Marsh & McLennan Companies, Inc.","115.71","$58.61B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/mmc",NA
"1821","MLM","Martin Marietta Materials, Inc.","273.1","$17.01B","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mlm",NA
"1822","MAS","Masco Corporation","57.47","$14.97B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mas",NA
"1823","DOOR","Masonite International Corporation","106.15","$2.6B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/door",NA
"1824","MTZ","MasTec, Inc.","46.75","$3.45B","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/mtz",NA
"1825","MA","Mastercard Incorporated","352.39","$352.76B","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ma",NA
"1826","MTDR","Matador Resources Company","9.14","$1.07B","2012","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtdr",NA
"1827","MTRN","Materion Corporation","57.5","$1.17B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mtrn",NA
"1828","MATX","Matson, Inc.","51.37","$2.21B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/matx",NA
"1829","MLP","Maui Land & Pineapple Company, Inc.","11.49","$222.54M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/mlp",NA
"1830","MAXR","Maxar Technologies Inc.","28.78","$1.75B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/maxr",NA
"1831","MMS","Maximus, Inc.","70.33","$4.31B","1997","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mms",NA
"1832","MXL","MaxLinear, Inc","25.86","$1.91B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/mxl",NA
"1833","MEC","Mayville Engineering Company, Inc.","9.47","$189.96M","2019","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mec",NA
"1834","MBI","MBIA, Inc.","6.64","$383.47M","1987","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mbi",NA
"1835","MKC","McCormick & Company, Incorporated","196.11","$26.16B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc",NA
"1836","MKC.V","McCormick & Company, Incorporated","n/a","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc.v",NA
"1837","MCD","McDonald&#39;s Corporation","224.83","$167.3B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/mcd",NA
"1838","MUX","McEwen Mining Inc.","1.17","$478.28M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mux",NA
"1839","MCK","McKesson Corporation","151.29","$24.54B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/mck",NA
"1840","MDU","MDU Resources Group, Inc.","23.27","$4.67B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mdu",NA
"1841","MTL","Mechel PAO","1.48","$409.97M","2004","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mtl",NA
"1842","MTL^","Mechel PAO","0.4102","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mtl^",NA
"1843","MDLA","Medallia, Inc.","32.15","$4.73B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mdla",NA
"1844","MPW","Medical Properties Trust, Inc.","18.59","$9.83B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mpw",NA
"1845","MED","MEDIFAST INC","164.99","$1.94B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/med",NA
"1846","MCC","Medley Capital Corporation","19.49","$53.09M","2011","n/a","n/a","https://old.nasdaq.com/symbol/mcc",NA
"1847","MCV","Medley Capital Corporation","22.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcv",NA
"1848","MCX","Medley Capital Corporation","24.89","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/mcx",NA
"1849","MDLQ","Medley LLC","8.29","n/a","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlq",NA
"1850","MDLX","Medley LLC","7.1946","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlx",NA
"1851","MDLY","Medley Management Inc.","0.5951","$19.49M","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdly",NA
"1852","MD","Mednax, Inc","16.56","$1.42B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/md",NA
"1853","MDT","Medtronic plc","108.68","$146.09B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/mdt",NA
"1854","MFAC","Megalith Financial Acquisition Corp.","10.28","$76.35M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/mfac",NA
"1855","MFAC.U","Megalith Financial Acquisition Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/mfac.u",NA
"1856","MFAC.WS","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac.ws",NA
"1857","MRK","Merck & Company, Inc.","80.36","$203.25B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrk",NA
"1858","MCY","Mercury General Corporation","40.8","$2.26B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mcy",NA
"1859","MDP","Meredith Corporation","12.86","$584.8M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/mdp",NA
"1860","MTH","Meritage Corporation","112.72","$4.24B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mth",NA
"1861","MTOR","Meritor, Inc.","25.8","$1.87B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mtor",NA
"1862","MER^K","Merrill Lynch & Co., Inc.","26.82","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mer^k",NA
"1863","MTR","Mesa Royalty Trust","3.88","$7.23M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtr",NA
"1864","MSB","Mesabi Trust","22.51","$295.33M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/msb",NA
"1865","MEI","Methode Electronics, Inc.","29.84","$1.12B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mei",NA
"1866","MET","MetLife, Inc.","39.48","$35.83B","2000","Finance","Life Insurance","https://old.nasdaq.com/symbol/met",NA
"1867","MET^A","MetLife, Inc.","25.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^a",NA
"1868","MET^E","MetLife, Inc.","28.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^e",NA
"1869","MET^F","MetLife, Inc.","26.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^f",NA
"1870","MCB","Metropolitan Bank Holding Corp.","30.85","$255.86M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/mcb",NA
"1871","MTD","Mettler-Toledo International, Inc.","1025.46","$24.58B","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/mtd",NA
"1872","MXE","Mexico Equity and Income Fund, Inc. (The)","8.2815","$42.83M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxe",NA
"1873","MXF","Mexico Fund, Inc. (The)","10.9356","$164.09M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxf",NA
"1874","MFA","MFA Financial, Inc.","2.87","$1.3B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfa",NA
"1875","MFA^B","MFA Financial, Inc.","20.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfa^b",NA
"1876","MFA^C","MFA Financial, Inc.","18.295","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfa^c",NA
"1877","MFO","MFA Financial, Inc.","24.29","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfo",NA
"1878","MCR","MFS Charter Income Trust","8.31","$368.26M","1989","n/a","n/a","https://old.nasdaq.com/symbol/mcr",NA
"1879","MGF","MFS Government Markets Income Trust","4.66","$151.85M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mgf",NA
"1880","MIN","MFS Intermediate Income Trust","3.82","$442.85M","1988","n/a","n/a","https://old.nasdaq.com/symbol/min",NA
"1881","MMT","MFS Multimarket Income Trust","5.88","$360.65M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mmt",NA
"1882","MFM","MFS Municipal Income Trust","6.47","$266.48M","1986","n/a","n/a","https://old.nasdaq.com/symbol/mfm",NA
"1883","MFV","MFS Special Value Trust","5.44","$39.25M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfv",NA
"1884","MTG","MGIC Investment Corporation","10.51","$3.56B","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mtg",NA
"1885","MGP","MGM Growth Properties LLC","28.14","$8.54B","2016","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mgp",NA
"1886","MGM","MGM Resorts International","21.36","$10.54B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mgm",NA
"1887","MFGP","Micro Focus Intl PLC","3.57","$1.2B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mfgp",NA
"1888","MAA","Mid-America Apartment Communities, Inc.","123.66","$14.14B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/maa",NA
"1889","MAA^I","Mid-America Apartment Communities, Inc.","63.8501","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/maa^i",NA
"1890","AMPY","MIDSTATES PETROLEUM COMPANY, INC.","0.845","$31.79M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ampy",NA
"1891","MLR","Miller Industries, Inc.","31.48","$359.04M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mlr",NA
"1892","HIE","Miller/Howard High Income Equity Fund","6.33","$118.31M","2014","n/a","n/a","https://old.nasdaq.com/symbol/hie",NA
"1893","MTX","Minerals Technologies Inc.","57.67","$1.97B","1992","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/mtx",NA
"1894","MG","Mistras Group Inc","4.06","$118.19M","2009","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/mg",NA
"1895","MUFG","Mitsubishi UFJ Financial Group Inc","4.09","$52.53B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/mufg",NA
"1896","MIXT","MiX Telematics Limited","8.96","$196.16M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mixt",NA
"1897","MFG","Mizuho Financial Group, Inc.","2.51","$31.83B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfg",NA
"1898","MBT","Mobile TeleSystems OJSC","8.54","$7.57B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/mbt",NA
"1899","MODN","Model N, Inc.","35.61","$1.23B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/modn",NA
"1900","MOD","Modine Manufacturing Company","7.16","$366.22M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mod",NA
"1901","MC","Moelis & Company","38.36","$2.12B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mc",NA
"1902","MOGU","MOGU Inc.","2.56","$277.68M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mogu",NA
"1903","MHK","Mohawk Industries, Inc.","104.24","$7.42B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/mhk",NA
"1904","MOH","Molina Healthcare Inc","199.2","$11.81B","2003","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/moh",NA
"1905","TAP","Molson Coors Beverage Company","36.11","$7.82B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/tap",NA
"1906","TAP.A","Molson Coors Beverage Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tap.a",NA
"1907","MNR","Monmouth Real Estate Investment Corporation","14.21","$1.39B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mnr",NA
"1908","MNR^C","Monmouth Real Estate Investment Corporation","24.91","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mnr^c",NA
"1909","MR","Montage Resources Corporation","5.45","$196.32M","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mr",NA
"1910","MEG","Montrose Environmental Group, Inc.","23.37","$583.21M","2020","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/meg",NA
"1911","MCO","Moody&#39;s Corporation","294.73","$55.32B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mco",NA
"1912","MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.a",NA
"1913","MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.b",NA
"1914","MS","Morgan Stanley","48.83","$88.26B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ms",NA
